insertId,logName,operation.first,operation.id,operation.last,operation.producer,protoPayload.authenticationInfo.principalEmail,protoPayload.authenticationInfo.serviceAccountKeyName,protoPayload.authorizationInfo.granted,protoPayload.authorizationInfo.permission,protoPayload.authorizationInfo.resourceAttributes.name,protoPayload.authorizationInfo.resourceAttributes.service,protoPayload.authorizationInfo.resourceAttributes.type,protoPayload.methodName,protoPayload.request.@type,protoPayload.request.disks,protoPayload.request.machineType,protoPayload.request.name,protoPayload.request.networkInterfaces,protoPayload.request.serviceAccounts,protoPayload.requestMetadata.callerIp,protoPayload.requestMetadata.callerNetwork,protoPayload.requestMetadata.callerSuppliedUserAgent,protoPayload.requestMetadata.destinationAttributes,protoPayload.requestMetadata.requestAttributes.auth,protoPayload.requestMetadata.requestAttributes.reason,protoPayload.requestMetadata.requestAttributes.time,protoPayload.resourceLocation.currentLocations,protoPayload.resourceName,protoPayload.response.@type,protoPayload.response.id,protoPayload.response.insertTime,protoPayload.response.name,protoPayload.response.operationType,protoPayload.response.progress,protoPayload.response.selfLink,protoPayload.response.selfLinkWithId,protoPayload.response.startTime,protoPayload.response.status,protoPayload.response.targetId,protoPayload.response.targetLink,protoPayload.response.user,protoPayload.response.zone,protoPayload.serviceName,receiveTimestamp,resource.labels.instance_id,resource.labels.project_id,resource.labels.zone,resource.type,severity,timestamp
t5culpe1s8wo,projects/manisha-suresh/logs/cloudaudit.googleapis.com%2Factivity,TRUE,operation-1603500454852-5b2600b02363d-33c5ebcc-c8a007cd,,compute.googleapis.com,mapreducesystem@manisha-suresh.iam.gserviceaccount.com,//iam.googleapis.com/projects/manisha-suresh/serviceAccounts/mapreducesystem@manisha-suresh.iam.gserviceaccount.com/keys/400bdc514e9747f98c897caf2f8615d4074f5011,"true,true,true,true,true,true","compute.instances.create,compute.disks.create,compute.subnetworks.use,compute.subnetworks.useExternalIp,compute.instances.setMetadata,compute.instances.setServiceAccount","projects/manisha-suresh/zones/us-central1-a/instances/map-reduce4,projects/manisha-suresh/zones/us-central1-a/disks/map-reduce4,projects/manisha-suresh/regions/us-central1/subnetworks/default,projects/manisha-suresh/regions/us-central1/subnetworks/default,projects/manisha-suresh/zones/us-central1-a/instances/map-reduce4,projects/manisha-suresh/zones/us-central1-a/instances/map-reduce4","compute,compute,compute,compute,compute,compute","compute.instances,compute.disks,compute.subnetworks,compute.subnetworks,compute.instances,compute.instances",v1.compute.instances.insert,type.googleapis.com/compute.instances.insert,[object Object],projects/manisha-suresh/zones/us-central1-a/machineTypes/e2-medium,map-reduce4,[object Object],[object Object],34.72.158.1,//compute.googleapis.com/projects/manisha-suresh/global/networks/__unknown__,"(gzip),gzip(gfe)",[object Object],[object Object],,2020-10-24T00:47:35.912409Z,us-central1-a,projects/manisha-suresh/zones/us-central1-a/instances/map-reduce4,type.googleapis.com/operation,9.09184E+18,2020-10-23T17:47:35.719-07:00,operation-1603500454852-5b2600b02363d-33c5ebcc-c8a007cd,insert,0,https://www.googleapis.com/compute/v1/projects/manisha-suresh/zones/us-central1-a/operations/operation-1603500454852-5b2600b02363d-33c5ebcc-c8a007cd,https://www.googleapis.com/compute/v1/projects/manisha-suresh/zones/us-central1-a/operations/9091837003430807368,2020-10-23T17:47:35.721-07:00,RUNNING,7.79219E+18,https://www.googleapis.com/compute/v1/projects/manisha-suresh/zones/us-central1-a/instances/map-reduce4,mapreducesystem@manisha-suresh.iam.gserviceaccount.com,https://www.googleapis.com/compute/v1/projects/manisha-suresh/zones/us-central1-a,compute.googleapis.com,2020-10-24T00:47:36.713567123Z,7.79219E+18,manisha-suresh,us-central1-a,gce_instance,NOTICE,2020-10-24T00:47:34.890272Z
#NAME?,projects/manisha-suresh/logs/cloudaudit.googleapis.com%2Factivity,TRUE,operation-1603500453732-5b2600af12096-b90cc339-3b8774f3,,compute.googleapis.com,mapreducesystem@manisha-suresh.iam.gserviceaccount.com,//iam.googleapis.com/projects/manisha-suresh/serviceAccounts/mapreducesystem@manisha-suresh.iam.gserviceaccount.com/keys/400bdc514e9747f98c897caf2f8615d4074f5011,"true,true,true,true,true,true","compute.instances.create,compute.disks.create,compute.subnetworks.use,compute.subnetworks.useExternalIp,compute.instances.setMetadata,compute.instances.setServiceAccount","projects/manisha-suresh/zones/us-central1-a/instances/map-reduce3,projects/manisha-suresh/zones/us-central1-a/disks/map-reduce3,projects/manisha-suresh/regions/us-central1/subnetworks/default,projects/manisha-suresh/regions/us-central1/subnetworks/default,projects/manisha-suresh/zones/us-central1-a/instances/map-reduce3,projects/manisha-suresh/zones/us-central1-a/instances/map-reduce3","compute,compute,compute,compute,compute,compute","compute.instances,compute.disks,compute.subnetworks,compute.subnetworks,compute.instances,compute.instances",v1.compute.instances.insert,type.googleapis.com/compute.instances.insert,[object Object],projects/manisha-suresh/zones/us-central1-a/machineTypes/e2-medium,map-reduce3,[object Object],[object Object],34.72.158.1,//compute.googleapis.com/projects/manisha-suresh/global/networks/__unknown__,"(gzip),gzip(gfe)",[object Object],[object Object],,2020-10-24T00:47:34.833523Z,us-central1-a,projects/manisha-suresh/zones/us-central1-a/instances/map-reduce3,type.googleapis.com/operation,8.63133E+18,2020-10-23T17:47:34.667-07:00,operation-1603500453732-5b2600af12096-b90cc339-3b8774f3,insert,0,https://www.googleapis.com/compute/v1/projects/manisha-suresh/zones/us-central1-a/operations/operation-1603500453732-5b2600af12096-b90cc339-3b8774f3,https://www.googleapis.com/compute/v1/projects/manisha-suresh/zones/us-central1-a/operations/8631333062380013385,2020-10-23T17:47:34.669-07:00,RUNNING,7.38901E+18,https://www.googleapis.com/compute/v1/projects/manisha-suresh/zones/us-central1-a/instances/map-reduce3,mapreducesystem@manisha-suresh.iam.gserviceaccount.com,https://www.googleapis.com/compute/v1/projects/manisha-suresh/zones/us-central1-a,compute.googleapis.com,2020-10-24T00:47:35.266144009Z,7.38901E+18,manisha-suresh,us-central1-a,gce_instance,NOTICE,2020-10-24T00:47:33.772723Z
-9fcocae1dkcc,projects/manisha-suresh/logs/cloudaudit.googleapis.com%2Factivity,TRUE,operation-1603500452450-5b2600add9248-14974d4c-61db87db,,compute.googleapis.com,mapreducesystem@manisha-suresh.iam.gserviceaccount.com,//iam.googleapis.com/projects/manisha-suresh/serviceAccounts/mapreducesystem@manisha-suresh.iam.gserviceaccount.com/keys/400bdc514e9747f98c897caf2f8615d4074f5011,"true,true,true,true,true,true","compute.instances.create,compute.disks.create,compute.subnetworks.use,compute.subnetworks.useExternalIp,compute.instances.setMetadata,compute.instances.setServiceAccount","projects/manisha-suresh/zones/us-central1-a/instances/map-reduce2,projects/manisha-suresh/zones/us-central1-a/disks/map-reduce2,projects/manisha-suresh/regions/us-central1/subnetworks/default,projects/manisha-suresh/regions/us-central1/subnetworks/default,projects/manisha-suresh/zones/us-central1-a/instances/map-reduce2,projects/manisha-suresh/zones/us-central1-a/instances/map-reduce2","compute,compute,compute,compute,compute,compute","compute.instances,compute.disks,compute.subnetworks,compute.subnetworks,compute.instances,compute.instances",v1.compute.instances.insert,type.googleapis.com/compute.instances.insert,[object Object],projects/manisha-suresh/zones/us-central1-a/machineTypes/e2-medium,map-reduce2,[object Object],[object Object],34.72.158.1,//compute.googleapis.com/projects/manisha-suresh/global/networks/__unknown__,"(gzip),gzip(gfe)",[object Object],[object Object],,2020-10-24T00:47:33.718763Z,us-central1-a,projects/manisha-suresh/zones/us-central1-a/instances/map-reduce2,type.googleapis.com/operation,8.08953E+18,2020-10-23T17:47:33.496-07:00,operation-1603500452450-5b2600add9248-14974d4c-61db87db,insert,0,https://www.googleapis.com/compute/v1/projects/manisha-suresh/zones/us-central1-a/operations/operation-1603500452450-5b2600add9248-14974d4c-61db87db,https://www.googleapis.com/compute/v1/projects/manisha-suresh/zones/us-central1-a/operations/8089525493495154506,2020-10-23T17:47:33.501-07:00,RUNNING,6.33904E+18,https://www.googleapis.com/compute/v1/projects/manisha-suresh/zones/us-central1-a/instances/map-reduce2,mapreducesystem@manisha-suresh.iam.gserviceaccount.com,https://www.googleapis.com/compute/v1/projects/manisha-suresh/zones/us-central1-a,compute.googleapis.com,2020-10-24T00:47:34.154243946Z,6.33904E+18,manisha-suresh,us-central1-a,gce_instance,NOTICE,2020-10-24T00:47:32.506575Z
#NAME?,projects/manisha-suresh/logs/cloudaudit.googleapis.com%2Factivity,TRUE,operation-1603500451120-5b2600ac943ec-e8d3ce41-8038a42d,,compute.googleapis.com,mapreducesystem@manisha-suresh.iam.gserviceaccount.com,//iam.googleapis.com/projects/manisha-suresh/serviceAccounts/mapreducesystem@manisha-suresh.iam.gserviceaccount.com/keys/400bdc514e9747f98c897caf2f8615d4074f5011,"true,true,true,true,true,true","compute.instances.create,compute.disks.create,compute.subnetworks.use,compute.subnetworks.useExternalIp,compute.instances.setMetadata,compute.instances.setServiceAccount","projects/manisha-suresh/zones/us-central1-a/instances/map-reduce1,projects/manisha-suresh/zones/us-central1-a/disks/map-reduce1,projects/manisha-suresh/regions/us-central1/subnetworks/default,projects/manisha-suresh/regions/us-central1/subnetworks/default,projects/manisha-suresh/zones/us-central1-a/instances/map-reduce1,projects/manisha-suresh/zones/us-central1-a/instances/map-reduce1","compute,compute,compute,compute,compute,compute","compute.instances,compute.disks,compute.subnetworks,compute.subnetworks,compute.instances,compute.instances",v1.compute.instances.insert,type.googleapis.com/compute.instances.insert,[object Object],projects/manisha-suresh/zones/us-central1-a/machineTypes/e2-medium,map-reduce1,[object Object],[object Object],34.72.158.1,//compute.googleapis.com/projects/manisha-suresh/global/networks/__unknown__,"(gzip),gzip(gfe)",[object Object],[object Object],,2020-10-24T00:47:32.428886Z,us-central1-a,projects/manisha-suresh/zones/us-central1-a/instances/map-reduce1,type.googleapis.com/operation,7.12144E+18,2020-10-23T17:47:32.195-07:00,operation-1603500451120-5b2600ac943ec-e8d3ce41-8038a42d,insert,0,https://www.googleapis.com/compute/v1/projects/manisha-suresh/zones/us-central1-a/operations/operation-1603500451120-5b2600ac943ec-e8d3ce41-8038a42d,https://www.googleapis.com/compute/v1/projects/manisha-suresh/zones/us-central1-a/operations/7121436888564418379,2020-10-23T17:47:32.200-07:00,RUNNING,2.46433E+18,https://www.googleapis.com/compute/v1/projects/manisha-suresh/zones/us-central1-a/instances/map-reduce1,mapreducesystem@manisha-suresh.iam.gserviceaccount.com,https://www.googleapis.com/compute/v1/projects/manisha-suresh/zones/us-central1-a,compute.googleapis.com,2020-10-24T00:47:33.092205438Z,2.46433E+18,manisha-suresh,us-central1-a,gce_instance,NOTICE,2020-10-24T00:47:31.175975Z
-9pjn1dddfn4,projects/manisha-suresh/logs/cloudaudit.googleapis.com%2Factivity,,operation-1603499775777-5b25fe2885c1b-8e32f6bf-6805e9c2,TRUE,compute.googleapis.com,mapreducesystem@manisha-suresh.iam.gserviceaccount.com,,,,,,,v1.compute.instances.delete,type.googleapis.com/compute.instances.delete,,,,,,34.72.158.1,//compute.googleapis.com/projects/manisha-suresh/global/networks/__unknown__,"(gzip),gzip(gfe)",[object Object],,,,,projects/manisha-suresh/zones/us-central1-a/instances/map-reduce3,,,,,,,,,,,,,,,compute.googleapis.com,2020-10-24T00:36:53.322802674Z,5.3798E+18,manisha-suresh,us-central1-a,gce_instance,NOTICE,2020-10-24T00:36:52.713957Z
dlgtucdhofy,projects/manisha-suresh/logs/cloudaudit.googleapis.com%2Factivity,,operation-1603499776190-5b25fe28ea899-8e70e4e6-73025a23,TRUE,compute.googleapis.com,mapreducesystem@manisha-suresh.iam.gserviceaccount.com,,,,,,,v1.compute.instances.delete,type.googleapis.com/compute.instances.delete,,,,,,34.72.158.1,//compute.googleapis.com/projects/manisha-suresh/global/networks/__unknown__,"(gzip),gzip(gfe)",[object Object],,,,,projects/manisha-suresh/zones/us-central1-a/instances/map-reduce4,,,,,,,,,,,,,,,compute.googleapis.com,2020-10-24T00:36:51.944340336Z,2.63612E+18,manisha-suresh,us-central1-a,gce_instance,NOTICE,2020-10-24T00:36:51.573817Z
-9pjn1dddfmo,projects/manisha-suresh/logs/cloudaudit.googleapis.com%2Factivity,,operation-1603499774904-5b25fe27b09e9-dfe473d8-f1bd3ac3,TRUE,compute.googleapis.com,mapreducesystem@manisha-suresh.iam.gserviceaccount.com,,,,,,,v1.compute.instances.delete,type.googleapis.com/compute.instances.delete,,,,,,34.72.158.1,//compute.googleapis.com/projects/manisha-suresh/global/networks/__unknown__,"(gzip),gzip(gfe)",[object Object],,,,,projects/manisha-suresh/zones/us-central1-a/instances/map-reduce1,,,,,,,,,,,,,,,compute.googleapis.com,2020-10-24T00:36:49.321870877Z,2.26081E+18,manisha-suresh,us-central1-a,gce_instance,NOTICE,2020-10-24T00:36:48.992071Z
qncoepdda56,projects/manisha-suresh/logs/cloudaudit.googleapis.com%2Factivity,,operation-1603499775392-5b25fe28279da-f4e3ed3c-43144c32,TRUE,compute.googleapis.com,mapreducesystem@manisha-suresh.iam.gserviceaccount.com,,,,,,,v1.compute.instances.delete,type.googleapis.com/compute.instances.delete,,,,,,34.72.158.1,//compute.googleapis.com/projects/manisha-suresh/global/networks/__unknown__,"(gzip),gzip(gfe)",[object Object],,,,,projects/manisha-suresh/zones/us-central1-a/instances/map-reduce2,,,,,,,,,,,,,,,compute.googleapis.com,2020-10-24T00:36:44.498235295Z,2.44993E+18,manisha-suresh,us-central1-a,gce_instance,NOTICE,2020-10-24T00:36:43.614721Z
mrfrwqe16sss,projects/manisha-suresh/logs/cloudaudit.googleapis.com%2Factivity,TRUE,operation-1603499776190-5b25fe28ea899-8e70e4e6-73025a23,,compute.googleapis.com,mapreducesystem@manisha-suresh.iam.gserviceaccount.com,//iam.googleapis.com/projects/manisha-suresh/serviceAccounts/mapreducesystem@manisha-suresh.iam.gserviceaccount.com/keys/400bdc514e9747f98c897caf2f8615d4074f5011,TRUE,compute.instances.delete,projects/manisha-suresh/zones/us-central1-a/instances/map-reduce4,compute,compute.instances,v1.compute.instances.delete,type.googleapis.com/compute.instances.delete,,,,,,34.72.158.1,//compute.googleapis.com/projects/manisha-suresh/global/networks/__unknown__,"(gzip),gzip(gfe)",[object Object],[object Object],,2020-10-24T00:36:16.601236Z,us-central1-a,projects/manisha-suresh/zones/us-central1-a/instances/map-reduce4,type.googleapis.com/operation,2.05564E+18,2020-10-23T17:36:16.476-07:00,operation-1603499776190-5b25fe28ea899-8e70e4e6-73025a23,delete,0,https://www.googleapis.com/compute/v1/projects/manisha-suresh/zones/us-central1-a/operations/operation-1603499776190-5b25fe28ea899-8e70e4e6-73025a23,https://www.googleapis.com/compute/v1/projects/manisha-suresh/zones/us-central1-a/operations/2055638037991180783,2020-10-23T17:36:16.490-07:00,RUNNING,2.63612E+18,https://www.googleapis.com/compute/v1/projects/manisha-suresh/zones/us-central1-a/instances/map-reduce4,mapreducesystem@manisha-suresh.iam.gserviceaccount.com,https://www.googleapis.com/compute/v1/projects/manisha-suresh/zones/us-central1-a,compute.googleapis.com,2020-10-24T00:36:17.442761744Z,2.63612E+18,manisha-suresh,us-central1-a,gce_instance,NOTICE,2020-10-24T00:36:16.237337Z
-77e5v2e1r3h2,projects/manisha-suresh/logs/cloudaudit.googleapis.com%2Factivity,TRUE,operation-1603499775777-5b25fe2885c1b-8e32f6bf-6805e9c2,,compute.googleapis.com,mapreducesystem@manisha-suresh.iam.gserviceaccount.com,//iam.googleapis.com/projects/manisha-suresh/serviceAccounts/mapreducesystem@manisha-suresh.iam.gserviceaccount.com/keys/400bdc514e9747f98c897caf2f8615d4074f5011,TRUE,compute.instances.delete,projects/manisha-suresh/zones/us-central1-a/instances/map-reduce3,compute,compute.instances,v1.compute.instances.delete,type.googleapis.com/compute.instances.delete,,,,,,34.72.158.1,//compute.googleapis.com/projects/manisha-suresh/global/networks/__unknown__,"(gzip),gzip(gfe)",[object Object],[object Object],,2020-10-24T00:36:16.175937Z,us-central1-a,projects/manisha-suresh/zones/us-central1-a/instances/map-reduce3,type.googleapis.com/operation,1.56338E+17,2020-10-23T17:36:16.050-07:00,operation-1603499775777-5b25fe2885c1b-8e32f6bf-6805e9c2,delete,0,https://www.googleapis.com/compute/v1/projects/manisha-suresh/zones/us-central1-a/operations/operation-1603499775777-5b25fe2885c1b-8e32f6bf-6805e9c2,https://www.googleapis.com/compute/v1/projects/manisha-suresh/zones/us-central1-a/operations/156338246261852655,2020-10-23T17:36:16.060-07:00,RUNNING,5.3798E+18,https://www.googleapis.com/compute/v1/projects/manisha-suresh/zones/us-central1-a/instances/map-reduce3,mapreducesystem@manisha-suresh.iam.gserviceaccount.com,https://www.googleapis.com/compute/v1/projects/manisha-suresh/zones/us-central1-a,compute.googleapis.com,2020-10-24T00:36:16.790371750Z,5.3798E+18,manisha-suresh,us-central1-a,gce_instance,NOTICE,2020-10-24T00:36:15.815202Z
-9oztb1e1pm32,projects/manisha-suresh/logs/cloudaudit.googleapis.com%2Factivity,TRUE,operation-1603499775392-5b25fe28279da-f4e3ed3c-43144c32,,compute.googleapis.com,mapreducesystem@manisha-suresh.iam.gserviceaccount.com,//iam.googleapis.com/projects/manisha-suresh/serviceAccounts/mapreducesystem@manisha-suresh.iam.gserviceaccount.com/keys/400bdc514e9747f98c897caf2f8615d4074f5011,TRUE,compute.instances.delete,projects/manisha-suresh/zones/us-central1-a/instances/map-reduce2,compute,compute.instances,v1.compute.instances.delete,type.googleapis.com/compute.instances.delete,,,,,,34.72.158.1,//compute.googleapis.com/projects/manisha-suresh/global/networks/__unknown__,"(gzip),gzip(gfe)",[object Object],[object Object],,2020-10-24T00:36:15.763489Z,us-central1-a,projects/manisha-suresh/zones/us-central1-a/instances/map-reduce2,type.googleapis.com/operation,8.84304E+18,2020-10-23T17:36:15.653-07:00,operation-1603499775392-5b25fe28279da-f4e3ed3c-43144c32,delete,0,https://www.googleapis.com/compute/v1/projects/manisha-suresh/zones/us-central1-a/operations/operation-1603499775392-5b25fe28279da-f4e3ed3c-43144c32,https://www.googleapis.com/compute/v1/projects/manisha-suresh/zones/us-central1-a/operations/8843036570245056528,2020-10-23T17:36:15.663-07:00,RUNNING,2.44993E+18,https://www.googleapis.com/compute/v1/projects/manisha-suresh/zones/us-central1-a/instances/map-reduce2,mapreducesystem@manisha-suresh.iam.gserviceaccount.com,https://www.googleapis.com/compute/v1/projects/manisha-suresh/zones/us-central1-a,compute.googleapis.com,2020-10-24T00:36:16.049438333Z,2.44993E+18,manisha-suresh,us-central1-a,gce_instance,NOTICE,2020-10-24T00:36:15.441607Z
#NAME?,projects/manisha-suresh/logs/cloudaudit.googleapis.com%2Factivity,TRUE,operation-1603499774904-5b25fe27b09e9-dfe473d8-f1bd3ac3,,compute.googleapis.com,mapreducesystem@manisha-suresh.iam.gserviceaccount.com,//iam.googleapis.com/projects/manisha-suresh/serviceAccounts/mapreducesystem@manisha-suresh.iam.gserviceaccount.com/keys/400bdc514e9747f98c897caf2f8615d4074f5011,TRUE,compute.instances.delete,projects/manisha-suresh/zones/us-central1-a/instances/map-reduce1,compute,compute.instances,v1.compute.instances.delete,type.googleapis.com/compute.instances.delete,,,,,,34.72.158.1,//compute.googleapis.com/projects/manisha-suresh/global/networks/__unknown__,"(gzip),gzip(gfe)",[object Object],[object Object],,2020-10-24T00:36:15.369433Z,us-central1-a,projects/manisha-suresh/zones/us-central1-a/instances/map-reduce1,type.googleapis.com/operation,8.81484E+17,2020-10-23T17:36:15.256-07:00,operation-1603499774904-5b25fe27b09e9-dfe473d8-f1bd3ac3,delete,0,https://www.googleapis.com/compute/v1/projects/manisha-suresh/zones/us-central1-a/operations/operation-1603499774904-5b25fe27b09e9-dfe473d8-f1bd3ac3,https://www.googleapis.com/compute/v1/projects/manisha-suresh/zones/us-central1-a/operations/881484096268584976,2020-10-23T17:36:15.267-07:00,RUNNING,2.26081E+18,https://www.googleapis.com/compute/v1/projects/manisha-suresh/zones/us-central1-a/instances/map-reduce1,mapreducesystem@manisha-suresh.iam.gserviceaccount.com,https://www.googleapis.com/compute/v1/projects/manisha-suresh/zones/us-central1-a,compute.googleapis.com,2020-10-24T00:36:16.337214160Z,2.26081E+18,manisha-suresh,us-central1-a,gce_instance,NOTICE,2020-10-24T00:36:14.943726Z
s1c8y1d1sye,projects/manisha-suresh/logs/cloudaudit.googleapis.com%2Factivity,,operation-1603499547273-5b25fd4e9a85e-e6d6cc7e-d6af690e,TRUE,compute.googleapis.com,mapreducesystem@manisha-suresh.iam.gserviceaccount.com,,,,,,,v1.compute.instances.insert,type.googleapis.com/compute.instances.insert,,,,,,34.72.158.1,//compute.googleapis.com/projects/manisha-suresh/global/networks/__unknown__,"(gzip),gzip(gfe)",[object Object],,,,,projects/manisha-suresh/zones/us-central1-a/instances/map-reduce2,,,,,,,,,,,,,,,compute.googleapis.com,2020-10-24T00:34:45.451913837Z,2.44993E+18,manisha-suresh,us-central1-a,gce_instance,NOTICE,2020-10-24T00:34:44.694138Z
wh7nyqdhhkc,projects/manisha-suresh/logs/cloudaudit.googleapis.com%2Factivity,,operation-1603499549779-5b25fd50fe50f-75bd58f0-dd0dc9a5,TRUE,compute.googleapis.com,mapreducesystem@manisha-suresh.iam.gserviceaccount.com,,,,,,,v1.compute.instances.insert,type.googleapis.com/compute.instances.insert,,,,,,34.72.158.1,//compute.googleapis.com/projects/manisha-suresh/global/networks/__unknown__,"(gzip),gzip(gfe)",[object Object],,,,,projects/manisha-suresh/zones/us-central1-a/instances/map-reduce4,,,,,,,,,,,,,,,compute.googleapis.com,2020-10-24T00:34:45.232068461Z,2.63612E+18,manisha-suresh,us-central1-a,gce_instance,NOTICE,2020-10-24T00:34:44.421995Z
ujbi9ndgm5c,projects/manisha-suresh/logs/cloudaudit.googleapis.com%2Factivity,,operation-1603499546241-5b25fd4d9e87a-4128c415-ec0e5206,TRUE,compute.googleapis.com,mapreducesystem@manisha-suresh.iam.gserviceaccount.com,,,,,,,v1.compute.instances.insert,type.googleapis.com/compute.instances.insert,,,,,,34.72.158.1,//compute.googleapis.com/projects/manisha-suresh/global/networks/__unknown__,"(gzip),gzip(gfe)",[object Object],,,,,projects/manisha-suresh/zones/us-central1-a/instances/map-reduce1,,,,,,,,,,,,,,,compute.googleapis.com,2020-10-24T00:33:30.178244981Z,2.26081E+18,manisha-suresh,us-central1-a,gce_instance,NOTICE,2020-10-24T00:33:29.908254Z
-9f566ld9z2w,projects/manisha-suresh/logs/cloudaudit.googleapis.com%2Factivity,,operation-1603499548496-5b25fd4fc5439-55918204-9758eb14,TRUE,compute.googleapis.com,mapreducesystem@manisha-suresh.iam.gserviceaccount.com,,,,,,,v1.compute.instances.insert,type.googleapis.com/compute.instances.insert,,,,,,34.72.158.1,//compute.googleapis.com/projects/manisha-suresh/global/networks/__unknown__,"(gzip),gzip(gfe)",[object Object],,,,,projects/manisha-suresh/zones/us-central1-a/instances/map-reduce3,,,,,,,,,,,,,,,compute.googleapis.com,2020-10-24T00:32:51.658919905Z,5.3798E+18,manisha-suresh,us-central1-a,gce_instance,NOTICE,2020-10-24T00:32:50.787151Z
ilbs15e1xgva,projects/manisha-suresh/logs/cloudaudit.googleapis.com%2Factivity,TRUE,operation-1603499549779-5b25fd50fe50f-75bd58f0-dd0dc9a5,,compute.googleapis.com,mapreducesystem@manisha-suresh.iam.gserviceaccount.com,//iam.googleapis.com/projects/manisha-suresh/serviceAccounts/mapreducesystem@manisha-suresh.iam.gserviceaccount.com/keys/400bdc514e9747f98c897caf2f8615d4074f5011,"true,true,true,true,true,true","compute.instances.create,compute.disks.create,compute.subnetworks.use,compute.subnetworks.useExternalIp,compute.instances.setMetadata,compute.instances.setServiceAccount","projects/manisha-suresh/zones/us-central1-a/instances/map-reduce4,projects/manisha-suresh/zones/us-central1-a/disks/map-reduce4,projects/manisha-suresh/regions/us-central1/subnetworks/default,projects/manisha-suresh/regions/us-central1/subnetworks/default,projects/manisha-suresh/zones/us-central1-a/instances/map-reduce4,projects/manisha-suresh/zones/us-central1-a/instances/map-reduce4","compute,compute,compute,compute,compute,compute","compute.instances,compute.disks,compute.subnetworks,compute.subnetworks,compute.instances,compute.instances",v1.compute.instances.insert,type.googleapis.com/compute.instances.insert,[object Object],projects/manisha-suresh/zones/us-central1-a/machineTypes/e2-medium,map-reduce4,[object Object],[object Object],34.72.158.1,//compute.googleapis.com/projects/manisha-suresh/global/networks/__unknown__,"(gzip),gzip(gfe)",[object Object],[object Object],,2020-10-24T00:32:30.750012Z,us-central1-a,projects/manisha-suresh/zones/us-central1-a/instances/map-reduce4,type.googleapis.com/operation,6.28027E+17,2020-10-23T17:32:30.558-07:00,operation-1603499549779-5b25fd50fe50f-75bd58f0-dd0dc9a5,insert,0,https://www.googleapis.com/compute/v1/projects/manisha-suresh/zones/us-central1-a/operations/operation-1603499549779-5b25fd50fe50f-75bd58f0-dd0dc9a5,https://www.googleapis.com/compute/v1/projects/manisha-suresh/zones/us-central1-a/operations/628027300058679537,2020-10-23T17:32:30.560-07:00,RUNNING,2.63612E+18,https://www.googleapis.com/compute/v1/projects/manisha-suresh/zones/us-central1-a/instances/map-reduce4,mapreducesystem@manisha-suresh.iam.gserviceaccount.com,https://www.googleapis.com/compute/v1/projects/manisha-suresh/zones/us-central1-a,compute.googleapis.com,2020-10-24T00:32:31.655797074Z,2.63612E+18,manisha-suresh,us-central1-a,gce_instance,NOTICE,2020-10-24T00:32:29.836488Z
kbcbve15toc,projects/manisha-suresh/logs/cloudaudit.googleapis.com%2Factivity,TRUE,operation-1603499548496-5b25fd4fc5439-55918204-9758eb14,,compute.googleapis.com,mapreducesystem@manisha-suresh.iam.gserviceaccount.com,//iam.googleapis.com/projects/manisha-suresh/serviceAccounts/mapreducesystem@manisha-suresh.iam.gserviceaccount.com/keys/400bdc514e9747f98c897caf2f8615d4074f5011,"true,true,true,true,true,true","compute.instances.create,compute.disks.create,compute.subnetworks.use,compute.subnetworks.useExternalIp,compute.instances.setMetadata,compute.instances.setServiceAccount","projects/manisha-suresh/zones/us-central1-a/instances/map-reduce3,projects/manisha-suresh/zones/us-central1-a/disks/map-reduce3,projects/manisha-suresh/regions/us-central1/subnetworks/default,projects/manisha-suresh/regions/us-central1/subnetworks/default,projects/manisha-suresh/zones/us-central1-a/instances/map-reduce3,projects/manisha-suresh/zones/us-central1-a/instances/map-reduce3","compute,compute,compute,compute,compute,compute","compute.instances,compute.disks,compute.subnetworks,compute.subnetworks,compute.instances,compute.instances",v1.compute.instances.insert,type.googleapis.com/compute.instances.insert,[object Object],projects/manisha-suresh/zones/us-central1-a/machineTypes/e2-medium,map-reduce3,[object Object],[object Object],34.72.158.1,//compute.googleapis.com/projects/manisha-suresh/global/networks/__unknown__,"(gzip),gzip(gfe)",[object Object],[object Object],,2020-10-24T00:32:29.749984Z,us-central1-a,projects/manisha-suresh/zones/us-central1-a/instances/map-reduce3,type.googleapis.com/operation,8.2942E+18,2020-10-23T17:32:29.574-07:00,operation-1603499548496-5b25fd4fc5439-55918204-9758eb14,insert,0,https://www.googleapis.com/compute/v1/projects/manisha-suresh/zones/us-central1-a/operations/operation-1603499548496-5b25fd4fc5439-55918204-9758eb14,https://www.googleapis.com/compute/v1/projects/manisha-suresh/zones/us-central1-a/operations/8294195644520646898,2020-10-23T17:32:29.578-07:00,RUNNING,5.3798E+18,https://www.googleapis.com/compute/v1/projects/manisha-suresh/zones/us-central1-a/instances/map-reduce3,mapreducesystem@manisha-suresh.iam.gserviceaccount.com,https://www.googleapis.com/compute/v1/projects/manisha-suresh/zones/us-central1-a,compute.googleapis.com,2020-10-24T00:32:29.773607475Z,5.3798E+18,manisha-suresh,us-central1-a,gce_instance,NOTICE,2020-10-24T00:32:28.539054Z
